timestamp_utc,open,close,min,max,volume
2026-05-22T08:18:00+00:00,0.561015,0.561075,0.561005,0.561115,243
2026-05-22T08:19:00+00:00,0.561075,0.56105,0.561015,0.561085,210
2026-05-22T08:20:00+00:00,0.561055,0.561165,0.561025,0.561255,447
2026-05-22T08:21:00+00:00,0.56116,0.561,0.561,0.561175,291
2026-05-22T08:22:00+00:00,0.561005,0.560925,0.560895,0.56101,132
2026-05-22T08:23:00+00:00,0.56093,0.561025,0.560925,0.561025,117
2026-05-22T08:24:00+00:00,0.56102,0.56099,0.560945,0.561055,86
2026-05-22T08:25:00+00:00,0.560995,0.560975,0.560955,0.561005,140
2026-05-22T08:26:00+00:00,0.56098,0.56098,0.56095,0.560995,88
2026-05-22T08:27:00+00:00,0.560985,0.56095,0.56091,0.561025,97
2026-05-22T08:28:00+00:00,0.560945,0.56082,0.56081,0.560945,142
2026-05-22T08:29:00+00:00,0.560825,0.5608,0.560775,0.56084,100
2026-05-22T08:30:00+00:00,0.560805,0.560875,0.560785,0.56091,159
2026-05-22T08:31:00+00:00,0.56087,0.56092,0.56083,0.56092,117
2026-05-22T08:32:00+00:00,0.560925,0.560955,0.560925,0.56098,91
2026-05-22T08:33:00+00:00,0.560955,0.560865,0.560845,0.560955,92
2026-05-22T08:34:00+00:00,0.560865,0.560745,0.5607,0.56087,280
2026-05-22T08:35:00+00:00,0.560735,0.560675,0.56058,0.56074,448
2026-05-22T08:36:00+00:00,0.56067,0.56071,0.560645,0.560725,301
2026-05-22T08:37:00+00:00,0.560715,0.56079,0.560695,0.560835,229
2026-05-22T08:38:00+00:00,0.560785,0.560785,0.560755,0.56084,282
2026-05-22T08:39:00+00:00,0.560795,0.560635,0.5606,0.560795,239
2026-05-22T08:40:00+00:00,0.560635,0.56056,0.560535,0.56066,153
2026-05-22T08:41:00+00:00,0.560555,0.560565,0.560535,0.56059,155
2026-05-22T08:42:00+00:00,0.56056,0.560675,0.560555,0.560725,156
2026-05-22T08:43:00+00:00,0.56067,0.560705,0.560665,0.56074,188
2026-05-22T08:44:00+00:00,0.5607,0.560655,0.560625,0.5607,158
2026-05-22T08:45:00+00:00,0.560655,0.5607,0.560655,0.560735,143
2026-05-22T08:46:00+00:00,0.560695,0.56071,0.560695,0.56077,103
2026-05-22T08:47:00+00:00,0.560705,0.56074,0.560695,0.56074,103
2026-05-22T08:48:00+00:00,0.560735,0.560755,0.560695,0.56077,115
2026-05-22T08:49:00+00:00,0.560755,0.560725,0.560725,0.56078,120
2026-05-22T08:50:00+00:00,0.56073,0.560795,0.560675,0.5608,121
2026-05-22T08:51:00+00:00,0.56079,0.56079,0.56076,0.56082,121
2026-05-22T08:52:00+00:00,0.56079,0.560785,0.560755,0.56083,158
2026-05-22T08:53:00+00:00,0.560785,0.560765,0.56076,0.560815,150
2026-05-22T08:54:00+00:00,0.560765,0.560745,0.56073,0.56079,107
2026-05-22T08:55:00+00:00,0.56075,0.560775,0.56074,0.56079,91
2026-05-22T08:56:00+00:00,0.560775,0.560795,0.560765,0.560815,98
2026-05-22T08:57:00+00:00,0.56079,0.56084,0.56078,0.56085,104
2026-05-22T08:58:00+00:00,0.56084,0.56081,0.560785,0.560845,113
2026-05-22T08:59:00+00:00,0.560815,0.560815,0.560785,0.560835,95
2026-05-22T09:00:00+00:00,0.56081,0.56075,0.56071,0.560815,156
2026-05-22T09:01:00+00:00,0.560755,0.560685,0.560655,0.560755,151
2026-05-22T09:02:00+00:00,0.56068,0.56064,0.56064,0.56071,138
2026-05-22T09:03:00+00:00,0.560645,0.560705,0.56064,0.56071,130
2026-05-22T09:04:00+00:00,0.56071,0.56058,0.560575,0.56072,129
2026-05-22T09:05:00+00:00,0.560575,0.56051,0.56046,0.56058,193
2026-05-22T09:06:00+00:00,0.560515,0.56043,0.56043,0.56052,174
2026-05-22T09:07:00+00:00,0.56044,0.5604,0.560385,0.560445,194
2026-05-22T09:08:00+00:00,0.560395,0.56037,0.560325,0.56043,165
2026-05-22T09:09:00+00:00,0.560375,0.560385,0.560355,0.560425,154
2026-05-22T09:10:00+00:00,0.56039,0.56041,0.560385,0.56044,136
2026-05-22T09:11:00+00:00,0.560405,0.560515,0.560405,0.560545,76
2026-05-22T09:12:00+00:00,0.56051,0.560505,0.56048,0.560525,100
