timestamp_utc,open,close,min,max,volume
2026-05-22T07:58:00+00:00,0.98366,0.98375,0.98363,0.983775,145
2026-05-22T07:59:00+00:00,0.98375,0.983875,0.983705,0.98388,136
2026-05-22T08:00:00+00:00,0.98387,0.983675,0.983625,0.98388,264
2026-05-22T08:01:00+00:00,0.983675,0.983675,0.983565,0.9837,289
2026-05-22T08:02:00+00:00,0.98368,0.983585,0.983575,0.98372,255
2026-05-22T08:03:00+00:00,0.983595,0.98378,0.983595,0.983825,221
2026-05-22T08:04:00+00:00,0.983775,0.98376,0.98374,0.983865,165
2026-05-22T08:05:00+00:00,0.983755,0.983705,0.9837,0.9838,180
2026-05-22T08:06:00+00:00,0.9837,0.98368,0.98366,0.98372,151
2026-05-22T08:07:00+00:00,0.983675,0.98363,0.983575,0.983705,166
2026-05-22T08:08:00+00:00,0.983625,0.983555,0.98353,0.9837,241
2026-05-22T08:09:00+00:00,0.98355,0.98361,0.98353,0.983735,289
2026-05-22T08:10:00+00:00,0.98362,0.983665,0.983525,0.983665,164
2026-05-22T08:11:00+00:00,0.98366,0.983665,0.983625,0.98371,169
2026-05-22T08:12:00+00:00,0.98366,0.983625,0.98361,0.983665,168
2026-05-22T08:13:00+00:00,0.98362,0.98355,0.983515,0.98369,143
2026-05-22T08:14:00+00:00,0.983555,0.983615,0.98355,0.98362,78
2026-05-22T08:15:00+00:00,0.983615,0.983835,0.98361,0.983925,219
2026-05-22T08:16:00+00:00,0.98383,0.98382,0.98373,0.983875,249
2026-05-22T08:17:00+00:00,0.983825,0.984075,0.983815,0.98408,167
2026-05-22T08:18:00+00:00,0.984085,0.98425,0.98408,0.98434,292
2026-05-22T08:19:00+00:00,0.984245,0.98428,0.984175,0.98429,198
2026-05-22T08:20:00+00:00,0.98429,0.984725,0.984285,0.984795,467
2026-05-22T08:21:00+00:00,0.98473,0.984095,0.984095,0.98476,500
2026-05-22T08:22:00+00:00,0.984075,0.983975,0.983915,0.9841,254
2026-05-22T08:23:00+00:00,0.98398,0.984145,0.983975,0.984145,186
2026-05-22T08:24:00+00:00,0.984165,0.9842,0.984125,0.98421,176
2026-05-22T08:25:00+00:00,0.9842,0.98417,0.98409,0.98425,202
2026-05-22T08:26:00+00:00,0.984165,0.984125,0.98405,0.98417,158
2026-05-22T08:27:00+00:00,0.98412,0.98402,0.983985,0.98413,131
2026-05-22T08:28:00+00:00,0.98401,0.98378,0.98378,0.98401,176
2026-05-22T08:29:00+00:00,0.983785,0.98395,0.983725,0.98395,233
2026-05-22T08:30:00+00:00,0.983945,0.983945,0.983885,0.98403,307
2026-05-22T08:31:00+00:00,0.983945,0.984075,0.983895,0.98408,179
2026-05-22T08:32:00+00:00,0.98408,0.984105,0.98407,0.984145,181
2026-05-22T08:33:00+00:00,0.98411,0.983925,0.98392,0.98411,136
2026-05-22T08:34:00+00:00,0.98392,0.98359,0.9835,0.983945,405
2026-05-22T08:35:00+00:00,0.98358,0.983535,0.983255,0.983585,765
2026-05-22T08:36:00+00:00,0.98354,0.983655,0.983415,0.98366,523
2026-05-22T08:37:00+00:00,0.98366,0.98371,0.9836,0.98389,440
2026-05-22T08:38:00+00:00,0.983685,0.98388,0.98366,0.98396,498
2026-05-22T08:39:00+00:00,0.983875,0.98353,0.98347,0.98388,452
2026-05-22T08:40:00+00:00,0.983525,0.983535,0.98348,0.983605,279
2026-05-22T08:41:00+00:00,0.98353,0.98362,0.983485,0.98366,296
2026-05-22T08:42:00+00:00,0.983615,0.983815,0.983615,0.983835,251
2026-05-22T08:43:00+00:00,0.98381,0.983775,0.983735,0.98386,273
2026-05-22T08:44:00+00:00,0.983785,0.983615,0.98357,0.983785,298
2026-05-22T08:45:00+00:00,0.983615,0.98376,0.983615,0.9838,227
2026-05-22T08:46:00+00:00,0.983755,0.98372,0.983715,0.98382,143
2026-05-22T08:47:00+00:00,0.983715,0.983755,0.98369,0.98378,225
2026-05-22T08:48:00+00:00,0.98375,0.98376,0.9837,0.983785,155
2026-05-22T08:49:00+00:00,0.98376,0.98367,0.98366,0.983765,212
2026-05-22T08:50:00+00:00,0.98369,0.98376,0.98357,0.98377,202
2026-05-22T08:51:00+00:00,0.983755,0.9837,0.983655,0.9838,193
2026-05-22T08:52:00+00:00,0.983705,0.98373,0.983555,0.983745,256
2026-05-22T08:53:00+00:00,0.983745,0.98359,0.983585,0.983785,251
2026-05-22T08:54:00+00:00,0.983585,0.983525,0.983515,0.98363,209
2026-05-22T08:55:00+00:00,0.98352,0.983515,0.98349,0.983565,141
2026-05-22T08:56:00+00:00,0.983515,0.983465,0.98346,0.98357,124
2026-05-22T08:57:00+00:00,0.983455,0.983475,0.98342,0.9835,165
2026-05-22T08:58:00+00:00,0.98347,0.98337,0.98336,0.9835,129
2026-05-22T08:59:00+00:00,0.983375,0.983355,0.983295,0.98341,159
2026-05-22T09:00:00+00:00,0.98335,0.983355,0.983225,0.98336,269
2026-05-22T09:01:00+00:00,0.983365,0.98332,0.983215,0.98337,242
2026-05-22T09:02:00+00:00,0.98331,0.983405,0.98331,0.98344,225
2026-05-22T09:03:00+00:00,0.983415,0.983425,0.983375,0.98347,155
2026-05-22T09:04:00+00:00,0.98342,0.983275,0.983275,0.98344,189
2026-05-22T09:05:00+00:00,0.98328,0.983275,0.98317,0.9833,293
2026-05-22T09:06:00+00:00,0.983265,0.983075,0.983075,0.983275,207
2026-05-22T09:07:00+00:00,0.98307,0.98301,0.98296,0.983125,309
2026-05-22T09:08:00+00:00,0.983015,0.982895,0.98283,0.983025,358
2026-05-22T09:09:00+00:00,0.982895,0.982945,0.98281,0.982985,288
2026-05-22T09:10:00+00:00,0.98294,0.98304,0.982925,0.983075,217
2026-05-22T09:11:00+00:00,0.983045,0.9831,0.983015,0.98312,170
2026-05-22T09:12:00+00:00,0.98309,0.98304,0.98297,0.98309,228
2026-05-22T09:13:00+00:00,0.983035,0.98307,0.983015,0.983145,232
2026-05-22T09:14:00+00:00,0.983075,0.98302,0.982995,0.983095,287
2026-05-22T09:15:00+00:00,0.983015,0.98296,0.982925,0.98311,350
2026-05-22T09:16:00+00:00,0.98295,0.982915,0.982905,0.982975,200
2026-05-22T09:17:00+00:00,0.98292,0.982805,0.98275,0.98293,320
2026-05-22T09:18:00+00:00,0.98281,0.982915,0.982775,0.982965,320
2026-05-22T09:19:00+00:00,0.982925,0.98287,0.98285,0.982965,256
2026-05-22T09:20:00+00:00,0.982865,0.982865,0.982855,0.982945,223
2026-05-22T09:21:00+00:00,0.98286,0.98278,0.98275,0.98291,262
2026-05-22T09:22:00+00:00,0.982775,0.98276,0.98276,0.982835,239
2026-05-22T09:23:00+00:00,0.982755,0.98274,0.982705,0.98278,207
2026-05-22T09:24:00+00:00,0.98274,0.982755,0.982685,0.982775,146
2026-05-22T09:25:00+00:00,0.98276,0.98277,0.98272,0.98285,219
2026-05-22T09:26:00+00:00,0.982765,0.982735,0.982675,0.98279,197
2026-05-22T09:27:00+00:00,0.98274,0.982965,0.982725,0.98297,226
2026-05-22T09:28:00+00:00,0.98297,0.983035,0.98297,0.98307,231
2026-05-22T09:29:00+00:00,0.98303,0.983025,0.98296,0.983055,169
2026-05-22T09:30:00+00:00,0.983035,0.98301,0.982965,0.98305,230
2026-05-22T09:31:00+00:00,0.983,0.983015,0.98292,0.98304,219
2026-05-22T09:32:00+00:00,0.983025,0.982955,0.982935,0.98305,173
2026-05-22T09:33:00+00:00,0.98295,0.98296,0.982855,0.98296,123
2026-05-22T09:34:00+00:00,0.982955,0.98297,0.98291,0.98299,154
2026-05-22T09:35:00+00:00,0.98297,0.982975,0.982925,0.983005,109
2026-05-22T09:36:00+00:00,0.982985,0.982965,0.98291,0.98303,157
2026-05-22T09:37:00+00:00,0.98297,0.98293,0.982875,0.982975,191
2026-05-22T09:38:00+00:00,0.982935,0.98302,0.98293,0.983045,158
2026-05-22T09:39:00+00:00,0.983015,0.983355,0.983015,0.983365,236
2026-05-22T09:40:00+00:00,0.98336,0.983375,0.98327,0.98342,249
2026-05-22T09:41:00+00:00,0.98339,0.983445,0.98335,0.983465,208
2026-05-22T09:42:00+00:00,0.983445,0.98333,0.983315,0.983455,111
2026-05-22T09:43:00+00:00,0.983325,0.98323,0.983225,0.98333,84
2026-05-22T09:44:00+00:00,0.983235,0.98328,0.983205,0.98328,148
2026-05-22T09:45:00+00:00,0.98329,0.98321,0.98319,0.983295,114
2026-05-22T09:46:00+00:00,0.983215,0.98317,0.983125,0.983235,119
2026-05-22T09:47:00+00:00,0.983175,0.983275,0.983145,0.983285,121
2026-05-22T09:48:00+00:00,0.98327,0.98331,0.98327,0.983345,158
2026-05-22T09:49:00+00:00,0.983315,0.98338,0.98327,0.98342,124
2026-05-22T09:50:00+00:00,0.983385,0.983385,0.983355,0.98345,172
2026-05-22T09:51:00+00:00,0.983395,0.98348,0.98335,0.983495,199
2026-05-22T09:52:00+00:00,0.983495,0.983455,0.983425,0.98351,179
2026-05-22T09:53:00+00:00,0.98346,0.983485,0.983415,0.98353,193
2026-05-22T09:54:00+00:00,0.98348,0.983425,0.98342,0.98356,180
2026-05-22T09:55:00+00:00,0.98342,0.98347,0.98342,0.98351,236
2026-05-22T09:56:00+00:00,0.983475,0.983415,0.98337,0.98351,225
